Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015052922867,26-May-15,14-May-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2015061223112,3-Jun-15,15-May-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2015062423400,17-Jun-15,20-May-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015062623483,22-Jun-15,19-Jun-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2015062923526,23-Jun-15,5-Jan-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,$220.70 ,Settle
2015070123607,25-Jun-15,21-May-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,-,$150.00 ,Approve in Full
2015072124023,14-Jul-15,27-Jun-15,SLC,Salt Lake City International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015072424203,20-Jul-15,16-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2015072724241,20-Jul-15,18-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,-,-
2015073124426,20-Jul-15,18-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,-,-
2015080324480,20-Jul-15,24-Jun-15,SLC,Salt Lake City International Airport,USAir  ,Property Damage,Checkpoint,Personal Electronics; Personal Electronics,-,-
2015072924316,23-Jul-15,5-Jun-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,$132.92 ,Approve in Full
2015080624600,31-Jul-15,14-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$80.00 ,Approve in Full
2015080524590,5-Aug-15,28-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2015080624652,6-Aug-15,24-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015080624664,6-Aug-15,19-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Audio/Video,$0.00 ,Deny
2015081024755,7-Aug-15,21-Jul-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Audio/Video,$0.00 ,Deny
2015081324861,13-Aug-15,5-Aug-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Food & Drink,$0.00 ,Deny
2015102126159,13-Aug-15,5-Aug-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink,-,-
2015081824965,14-Aug-15,27-Jul-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,-,-
2015081924982,17-Aug-15,28-Jun-15,SLC,Salt Lake City International Airport,USAir  ,-,Checkpoint,Personal Accessories,-,-
2015082525061,19-Aug-15,18-Jul-15,SLC,Salt Lake City International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015083125158,24-Aug-15,18-Aug-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00 ,Deny
2015083125201,25-Aug-15,15-Aug-15,SLC,Salt Lake City International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2015092325583,4-Sep-15,20-Aug-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2015100725948,16-Sep-15,13-Sep-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$899.79 ,Approve in Full
2015100225845,22-Sep-15,13-Sep-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015102626271,28-Sep-15,19-Sep-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,-,-,-
2015110326504,14-Oct-15,7-Oct-15,SLC,Salt Lake City International Airport,Alaska Airlines  ,-,Checked Baggage,Computer & Accessories; Computer & Accessories; Personal Electronics,-,-
2015110626681,19-Oct-15,2-Oct-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies,-,-
2015111626898,26-Oct-15,11-Oct-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015111326847,29-Oct-15,16-Oct-15,SLC,Salt Lake City International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Travel Accessories,-,-
2015112427103,5-Nov-15,30-Oct-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015121027456,23-Nov-15,8-Nov-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015121527586,30-Nov-15,11-Nov-15,SLC,Salt Lake City International Airport,UAL  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015121427533,1-Dec-15,15-Nov-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Office Equipment & Supplies,-,-
2015122227768,9-Dec-15,4-Nov-15,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,-,-
2015122427874,11-Dec-15,29-Nov-15,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Baggage/Cases/Purses; Books, Magazines & Other; Clothing; Personal Electronics",-,-
2015010519590,5-Jan-15,28-Dec-14,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$39.25 ,Approve in Full
2015010719696,7-Jan-15,18-Oct-14,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,-,$60.00 ,Approve in Full
2015010919760,7-Jan-15,31-Dec-14,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$49.00 ,Approve in Full
2015010819721,8-Jan-15,29-Dec-14,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015010919754,9-Jan-15,22-Oct-14,SMF,Sacramento International Airport,Delta Air Lines  ,Property Damage,Checkpoint,-,$9.42 ,Approve in Full
2015011319816,13-Jan-15,8-Jan-15,SMF,Sacramento International Airport,Alaska Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2015011519898,15-Jan-15,30-Dec-14,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2015011619953,16-Jan-15,21-Dec-14,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items,$35.00 ,Approve in Full
2015012019986,20-Jan-15,2-Jan-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$100.00 ,Approve in Full
2015013020304,30-Jan-15,29-Dec-14,SMF,Sacramento International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$152.59 ,Approve in Full
2015021320597,11-Feb-15,14-Jan-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$917.77 ,Approve in Full
2015030220956,26-Feb-15,13-Feb-15,SMF,Sacramento International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$32.01 ,Approve in Full
2015030220942,2-Mar-15,18-Feb-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015030521022,5-Mar-15,25-Feb-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,$0.00 ,Deny
2015031821330,18-Mar-15,10-Feb-15,SMF,Sacramento International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015031821344,19-Mar-15,8-Mar-15,SMF,Sacramento International Airport,Alaska Airlines  ,Property Damage,Checkpoint,Personal Accessories,-,-
2015042122032,20-Apr-15,18-Apr-15,SMF,Sacramento International Airport,UAL  ,Passenger Property Loss,Checked Baggage,-,$75.00 ,Settle
2015042222076,20-Apr-15,13-Apr-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,$0.00 ,Deny
2015051922593,13-May-15,19-Apr-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming; Medical/Science,$0.00 ,Deny
2015052722777,19-May-15,30-Aug-14,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$13.01 ,Approve in Full
2015052922841,26-May-15,1-Apr-15,SMF,Sacramento International Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2015052922863,26-May-15,15-May-15,SMF,Sacramento International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Other,$0.00 ,Deny
2015062323358,10-Jun-15,16-Apr-15,SMF,Sacramento International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2015061923281,12-Jun-15,8-Jun-15,SMF,Sacramento International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$5.29 ,Approve in Full
2015062623457,15-Jun-15,13-May-15,SMF,Sacramento International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$8.00 ,Approve in Full
2015062523434,18-Jun-15,9-May-15,SMF,Sacramento International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015063023576,30-Jun-15,4-Jun-15,SMF,Sacramento International Airport,American Airlines  ,Property Damage,Checked Baggage,Personal Electronics,$225.75 ,Settle
2015071423778,2-Jul-15,28-May-15,SMF,Sacramento International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Medical/Science; Other,$289.67 ,Approve in Full
2015071023734,13-Jul-15,20-Jun-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015080324434,20-Jul-15,20-Jun-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,-,-
2015072124033,21-Jul-15,7-Jun-15,SMF,Sacramento International Airport,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015080324468,28-Jul-15,28-Jul-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015081424878,6-Aug-15,4-Aug-15,SMF,Sacramento International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",$61.70 ,Approve in Full
2015081424865,13-Aug-15,31-Jul-15,SMF,Sacramento International Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015082725114,21-Aug-15,5-Aug-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$178.73 ,Approve in Full
2015090125243,25-Aug-15,23-Aug-15,SMF,Sacramento International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015082725121,26-Aug-15,14-Jun-15,SMF,Sacramento International Airport,-,Property Damage,Motor Vehicle,-,$970.14 ,Settle
2015090225262,27-Aug-15,27-Jul-15,SMF,Sacramento International Airport,-,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$44.05 ,Approve in Full
2015090925308,9-Sep-15,14-Jun-15,SMF,Sacramento International Airport,-,Motor Vehicle,Motor Vehicle,Other,"$1,096.26 ",Approve in Full
2015092125463,9-Sep-15,15-Jul-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$50.00 ,Settle
2015100125820,14-Sep-15,13-Aug-15,SMF,Sacramento International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink; Travel Accessories,$0.00 ,Deny
2015101325991,22-Sep-15,18-Sep-15,SMF,Sacramento International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$200.62 ,Approve in Full
2015100825959,24-Sep-15,23-Aug-15,SMF,Sacramento International Airport,-,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$130.00 ,Approve in Full
2015101426021,25-Sep-15,14-Sep-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$50.00 ,Settle
2015100625939,6-Oct-15,7-Aug-15,SMF,Sacramento International Airport,-,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2015102626264,7-Oct-15,26-Sep-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015110626680,19-Oct-15,20-Aug-15,SMF,Sacramento International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,$195.00 ,Approve in Full
2015111326857,26-Oct-15,30-Jun-15,SMF,Sacramento International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Currency,$261.62 ,Approve in Full
2015120327256,28-Oct-15,3-Oct-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,$0.00 ,Deny
2015112027054,6-Nov-15,16-Oct-15,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,-,-
2015121527566,10-Nov-15,2-Jun-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2015121027461,19-Nov-15,29-Oct-15,SMF,Sacramento International Airport,-,Complaint,Checkpoint,-,-,-
2015122927942,29-Nov-15,7-Sep-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015121627635,2-Dec-15,25-Nov-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$174.52 ,Approve in Full
2015122127728,8-Dec-15,27-Oct-15,SMF,Sacramento International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,$39.95 ,Approve in Full
2016010728177,15-Dec-15,20-Oct-15,SMF,Sacramento International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,-,-
2015123128014,16-Dec-15,9-Nov-15,SMF,Sacramento International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00 ,Deny
2016010528105,21-Dec-15,11-Nov-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2016011128230,23-Dec-15,15-Nov-15,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015092425627,8-Sep-15,7-Sep-15,SMX,Santa Maria Public,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2015010519579,5-Jan-15,28-Dec-14,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Toys & Games,$0.00 ,Deny
2015010519585,5-Jan-15,21-Dec-14,SNA,John Wayne,Alaska Airlines  ,Property Damage,Checkpoint,Clothing,$244.30 ,Settle
2015010819711,8-Jan-15,31-Dec-14,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$110.00 ,Settle
2015010919757,9-Jan-15,13-Dec-14,SNA,John Wayne,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2015011619940,16-Jan-15,31-Dec-14,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2015012220088,22-Jan-15,21-Jun-14,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015012220089,22-Jan-15,18-Jul-14,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015012220091,22-Jan-15,31-Jul-14,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015012220093,22-Jan-15,2-Oct-13,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015020320355,3-Feb-15,14-Jan-15,SNA,John Wayne,UAL  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2015020420396,4-Feb-15,6-Jan-15,SNA,John Wayne,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink,$0.00 ,Deny
2015021220541,10-Feb-15,18-Jan-15,SNA,John Wayne,American Airlines  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2015021320601,13-Feb-15,1-Nov-14,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,$319.00 ,Approve in Full
2015021820692,18-Feb-15,7-Feb-15,SNA,John Wayne,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,$225.00 ,Settle
2015022520851,25-Feb-15,17-Feb-15,SNA,John Wayne,UAL  ,Passenger Property Loss,Checkpoint,Personal Accessories,$0.00 ,Deny
2015030521041,5-Mar-15,5-Mar-15,SNA,John Wayne,Frontier Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015031021130,10-Mar-15,28-Feb-15,SNA,John Wayne,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Medical/Science; Other,$0.00 ,Deny
2015031821339,18-Mar-15,14-Feb-15,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$30.24 ,Approve in Full
2015041721986,17-Apr-15,25-Mar-15,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$198.00 ,Settle
2015050122246,27-Apr-15,22-Apr-15,SNA,John Wayne,American Airlines  ,Property Damage,Checked Baggage,-,-,-
2015050522324,30-Apr-15,25-Apr-15,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,$250.00 ,Approve in Full
2015050122241,1-May-15,5-Apr-15,SNA,John Wayne,Alaska Airlines  ,Property Damage,Checked Baggage,Household Items,$25.25 ,Approve in Full
2015050822419,8-May-15,13-Apr-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015060222890,27-May-15,15-May-15,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink,$0.00 ,Deny
2015060822965,29-May-15,20-May-15,SNA,John Wayne,America Trans Air,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$22.00 ,Approve in Full
2015061123033,1-Jun-15,24-Mar-15,SNA,John Wayne,American Airlines  ,Property Damage,Checked Baggage,-,$20.00 ,Settle
2015061123074,3-Jun-15,3-Sep-14,SNA,John Wayne,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches,$0.00 ,Deny
2015062623482,22-Jun-15,16-Jun-15,SNA,John Wayne,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories; Computer & Accessories; Other,$0.00 ,Deny
2015062923512,23-Jun-15,15-Apr-15,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Other; Personal Electronics,$206.00 ,Approve in Full
2015071423821,1-Jul-15,9-Jun-15,SNA,John Wayne,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015071623886,8-Jul-15,25-Jun-15,SNA,John Wayne,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing; Sporting Equipment & Supplies,$524.10 ,Approve in Full
2015071723933,9-Jul-15,9-Jul-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2015072424210,13-Jul-15,30-Jun-15,SNA,John Wayne,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2015072224085,14-Jul-15,23-May-15,SNA,John Wayne,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015072124075,15-Jul-15,27-May-15,SNA,John Wayne,UAL  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2015072324148,15-Jul-15,17-Jun-15,SNA,John Wayne,Frontier Airlines,Property Damage,Checkpoint,Medical/Science,$20.13 ,Approve in Full
2015072824308,23-Jul-15,16-Jul-15,SNA,John Wayne,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses; Other,$89.79 ,Approve in Full
2015081024729,4-Aug-15,31-Jul-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015082825147,21-Aug-15,12-Aug-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$149.00 ,Approve in Full
2015090225261,27-Aug-15,22-Jul-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015091625391,1-Sep-15,10-Aug-15,SNA,John Wayne,Delta Air Lines  ,Personal Injury,Checkpoint,-,-,-
2015101626055,23-Sep-15,14-Sep-15,SNA,John Wayne,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,-,-
2015100825968,24-Sep-15,10-Sep-15,SNA,John Wayne,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015101926085,29-Sep-15,25-Sep-15,SNA,John Wayne,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015102726323,9-Oct-15,4-Oct-15,SNA,John Wayne,American Airlines  ,Property Damage,Checkpoint,-,-,-
2015111026783,21-Oct-15,11-Oct-15,SNA,John Wayne,UAL  ,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2015111926988,27-Oct-15,16-Oct-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checkpoint,Household Items,$27.00 ,Settle
2015121827691,27-Oct-15,22-Oct-15,SNA,John Wayne,-,Property Damage,Checkpoint,Computer & Accessories,$100.00 ,Settle
2015112327096,9-Nov-15,15-Oct-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$300.00 ,Settle
2015113027173,13-Nov-15,30-Oct-15,SNA,John Wayne,Alaska Airlines  ,Property Damage,Checkpoint,Personal Electronics,$200.00 ,Approve in Full
2015120727353,16-Nov-15,1-Nov-15,SNA,John Wayne,Delta Air Lines  ,Property Damage,Checked Baggage,Hunting & Fishing Items,$169.99 ,Approve in Full
2015122227807,1-Dec-15,6-Oct-15,SNA,John Wayne,UAL  ,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
2015122127707,7-Dec-15,24-Nov-15,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015121127495,11-Dec-15,5-Nov-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checkpoint,Musical Instruments & Accessories,$900.00 ,Settle
2015122427861,11-Dec-15,30-Nov-15,SNA,John Wayne,American Airlines  ,Property Damage,Checked Baggage,Travel Accessories,$70.00 ,Settle
2015122927900,11-Dec-15,9-Dec-15,SNA,John Wayne,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2015122927940,15-Dec-15,1-Dec-15,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checkpoint,Home Decor,$0.00 ,Deny
2016011428330,30-Dec-15,19-Dec-15,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015072424191,15-Jul-15,29-Jun-15,SOW,Show Low Regional Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$44.95 ,Approve in Full
2015031921383,19-Mar-15,23-Feb-15,SPI,"Abraham Lincoln Capital Airport, Springfield",Allegiant Air,Passenger Property Loss,Checkpoint,Personal Electronics,$0.00 ,Deny
2015120427289,20-Nov-15,16-Nov-15,SPI,"Abraham Lincoln Capital Airport, Springfield",UAL  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2015040721780,7-Apr-15,12-Mar-15,SRQ,Sarasota Bradenton International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2015042122049,16-Apr-15,15-Feb-15,SRQ,Sarasota Bradenton International,-,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2015051122439,11-May-15,20-Apr-15,SRQ,Sarasota Bradenton International,Delta Air Lines  ,Property Damage,Checked Baggage,Other,-,-
2015052222704,12-May-15,22-Feb-15,SRQ,Sarasota Bradenton International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$156.66 ,Settle
2015121827683,30-Nov-15,12-Nov-15,SRQ,Sarasota Bradenton International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015010519612,5-Jan-15,30-Dec-14,STL,Lambert St. Louis International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2015010819720,8-Jan-15,21-Dec-14,STL,Lambert St. Louis International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras; Cameras; Cameras,$0.00 ,Deny
2015011319829,13-Jan-15,4-Dec-14,STL,Lambert St. Louis International,Delta Air Lines  ,Property Damage,Checked Baggage,-,$327.92 ,Settle
2015012620143,26-Jan-15,10-Jan-15,STL,Lambert St. Louis International,American Airlines  ,Property Damage,Checked Baggage,Medical/Science,$0.00 ,Deny
2015020420392,4-Feb-15,3-Jan-15,STL,Lambert St. Louis International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Household Items,$0.00 ,Deny
2015021120540,10-Feb-15,2-Feb-15,STL,Lambert St. Louis International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$435.59 ,Approve in Full
2015022420821,24-Feb-15,26-Aug-14,STL,Lambert St. Louis International,-,Employee Loss (MPCECA),Motor Vehicle,Personal Accessories,$211.00 ,Approve in Full
2015031621241,12-Mar-15,14-Oct-14,STL,Lambert St. Louis International,-,Property Damage,Checked Baggage,-,-,-
2015031721305,17-Mar-15,17-Oct-14,STL,Lambert St. Louis International,USAir  ,Property Damage,Checked Baggage,Other,$37.15 ,Approve in Full
2015041621963,13-Apr-15,9-Apr-15,STL,Lambert St. Louis International,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$95.99 ,Approve in Full
